property_id,pred_square_m,is_valid_json,ground_truth,score,latency,re
1,30000.0,True,30000.0,1,4.427677915999084,0.0
2,56250.0,True,750000.0,0,1.4085382909979671,0.925
3,4900.0,True,70000.0,0,1.4251602920012374,0.93
4,45000.0,True,60702.85,0,1.4590967090007325,0.259
5,20000.0,True,200000.0,0,1.3732672080004704,0.9
6,10000.0,True,100000.0,0,1.4584940419990744,0.9
7,25000.0,True,52609.13,0,1.3526179580003372,0.525
8,25000.0,True,6503.21,0,1.3552492910021101,2.844
9,45000.0,True,4180.63,0,1.3531609579986252,9.764
10,25000.0,True,25000.0,1,1.3048992500007444,0.0
11,25000.0,True,18580.6,0,1.354967792001844,0.345
12,25000.0,True,,0,1.3583679580005992,
13,25000.0,True,5574.18,0,1.402956499998254,3.485
14,25000.0,True,46451.5,0,1.3575474169992958,0.462
15,35000.0,True,3251.6,0,1.410823791000439,9.764
16,50000.0,True,4645.15,0,1.3559417500000563,9.764
17,1000000.0,True,1000000.0,1,1.429600166000455,0.0
18,25000.0,True,27870.9,0,1.3583287920009752,0.103
19,12000.0,True,12000.0,1,1.4032051249996584,0.0
20,25000.0,True,,0,1.4114577500004089,
21,10000.0,True,,0,1.460547790997225,
22,45000.0,True,7500.0,0,1.4096825000015087,5.0
23,25000.0,True,50000.0,0,1.4960023749990796,0.5
24,30000.0,True,30000.0,1,1.5457052919991838,0.0
25,25000.0,True,40000.0,0,1.417174124999292,0.375
26,25000.0,True,25000.0,1,1.4110717500007013,0.0
27,10000000.0,True,1000000.0,0,1.4344435420025548,9.0
28,45000.0,True,18210.87,0,1.411053042000276,1.471
29,25000.0,True,20000.0,0,1.3586236249975627,0.25
30,3000.0,True,12140589.05,0,1.4091376670003228,1.0
31,3750.0,True,14163.65,0,1.4101323330032756,0.735
32,40000.0,True,3716.12,0,1.3579035410002689,9.764
33,25000.0,True,9290.3,0,1.3638353329988604,1.691
34,25000.0,True,9290.3,0,1.4123630840003898,1.691
35,35250.0,True,141639.97,0,1.3565825000005134,0.751
36,45000.0,True,5574.18,0,1.3560775420010032,7.073
37,45000.0,True,6967.73,0,1.3552748749971215,5.458
38,30000.0,True,2787.09,0,1.423479542001587,9.764
39,18000.0,True,18000.0,1,1.36177170800147,0.0
40,45000.0,True,27870.9,0,1.3591393749993586,0.615
41,25000.0,True,32374.85,0,1.3687060410011327,0.228
42,25000.0,True,8093.72,0,1.463222250000399,2.089
43,25000.0,True,1858.06,0,1.4139208330016118,12.455
44,8000.0,True,8000.0,1,1.4675017500012473,0.0
45,12345.0,True,1147.48,0,1.5155894590025127,9.758
46,25000.0,True,232.26,0,1.5730889580008807,106.638
47,15000.0,True,1500.0,0,1.4661377090014867,9.0
48,25000.0,True,2500.0,0,1.5146993330017722,9.0
49,7500.0,True,7500.0,1,1.5160214170027757,0.0
50,25000.0,True,464.52,0,1.5151795000019774,52.819
51,25000.0,True,5000.0,0,1.4153148330005934,4.0
52,8000.0,True,8000.0,1,1.3729715000008582,0.0
53,12000.0,True,12000.0,1,1.4675614579973626,0.0
54,25000.0,True,15000.0,0,1.4058300840006268,0.667
55,25000.0,True,10000.0,0,1.4130031669992604,1.5
56,25000.0,True,10000.0,0,1.4062054170026386,1.5
57,25000.0,True,20000.0,0,1.3512456669996027,0.25
58,25000.0,True,20000.0,0,1.3599494170011894,0.25
59,25000.0,True,30000.0,0,1.413656249998894,0.167
60,45000.0,True,1672.25,0,1.4722307500014722,25.91
61,12000.0,True,,0,1.5690113330019813,
62,25000.0,True,3035.14,0,1.353790041001048,7.237
63,30000.0,True,300000.0,0,1.3610202079980809,0.9
64,25000.0,True,,0,1.4180176249974465,
65,25000.0,True,121405.7,0,1.4103065419985796,0.794
66,25000.0,True,100000.0,0,1.4109223749983357,0.75
67,25000.0,True,2322.58,0,1.3558440410015464,9.764
68,25000.0,True,11148.36,0,1.3571897919973708,1.242
69,25000.0,True,13935.45,0,1.354808915999456,0.794
70,25000.0,True,,0,1.428627499997674,
71,25000.0,True,8361.27,0,1.4254692499998782,1.99
72,25000.0,True,101171.41,0,1.4122016670007724,0.753
73,25000.0,True,10117.14,0,1.3587804169983428,1.471
74,8000.0,True,80000.0,0,1.4153728329984006,0.9
75,25000.0,True,161874.26,0,1.4086978750019625,0.846
76,15000.0,True,150000.0,0,1.42818745799741,0.9
77,25000.0,True,7082.38,0,1.3580676660021709,2.53
78,25000.0,True,4000.0,0,1.4593770829997084,5.25
79,5000.0,True,50000.0,0,1.5191888749977807,0.9
80,45000.0,True,7500.0,0,1.5185337500006426,5.0
81,45000.0,True,7432.24,0,1.4230320829992706,5.055
82,25000.0,True,3716.12,0,1.389440208000451,5.727
83,150000.0,True,1500000.0,0,1.4293452499987325,0.9
84,25000.0,True,23225.75,1,1.4050452500014217,0.076
85,30000.0,True,30000.0,1,1.409290667001187,0.0
86,25000.0,True,14163.95,0,1.4213057089982613,0.765
87,37000.0,True,370000.0,0,1.4075081250011863,0.9
88,45000.0,True,15000.0,0,1.3762569580030686,2.0
89,25000.0,True,323748.51,0,1.3752783329982776,0.923
90,8000.0,True,80000.0,0,1.3742697919988132,0.9
91,25000.0,True,161874.26,0,1.4039907500009576,0.846
92,25000.0,True,100000.0,0,1.4211508750013309,0.75
93,50000.0,True,500000.0,0,1.4189321250014473,0.9
