property_id,pred_square_m,is_valid_json,ground_truth,score,latency,re
1,30000.0,True,30000.0,1,4.248106625000219,0.0
2,75000.0,True,750000.0,0,1.228122082999107,0.9
3,70000.0,True,70000.0,1,1.2326313749999827,0.0
4,15000.0,True,60702.85,0,1.3520034579996718,0.753
5,20000.0,True,200000.0,0,1.1846868329994322,0.9
6,10000.0,True,100000.0,0,1.3577967919991352,0.9
7,25919.0,True,52609.13,0,1.3089680840002984,0.507
8,64848.55,True,6503.21,0,1.3121518329990067,8.972
9,4211.49,True,4180.63,1,1.3813260410006478,0.007
10,25000.0,True,25000.0,1,1.2741610840002977,0.0
11,2000000.0,True,18580.6,0,1.2430938329998753,106.639
12,34560.0,True,,0,1.3794266660006542,
13,60000.0,True,5574.18,0,1.2349952920012583,9.764
14,225827.27,True,46451.5,0,1.3866586669992103,3.862
15,32483.12,True,3251.6,0,1.4366301669997483,8.99
16,50000.0,True,4645.15,0,1.1787158340011956,9.764
17,1000000.0,True,1000000.0,1,1.300426707999577,0.0
18,27.86,True,27870.9,0,1.3120011669998348,0.999
19,12000.0,True,12000.0,1,1.3665586249990156,0.0
20,250.0,True,,0,1.1607539169999654,
21,100.0,True,,0,1.290866207998988,
22,25000.0,True,7500.0,0,1.3653245420009625,2.333
23,50000.0,True,50000.0,1,1.5015881660001469,0.0
24,30000.0,True,30000.0,1,1.4139804170008574,0.0
25,40000.0,True,40000.0,1,1.3672129580008914,0.0
26,25000.0,True,25000.0,1,1.3679909160000534,0.0
27,127500.0,True,1000000.0,0,1.2340781670009164,0.872
28,2154.49,True,18210.87,0,1.3715807080006925,0.882
29,20000.0,True,20000.0,1,1.3294769580006687,0.0
30,30000000.0,True,12140589.05,0,1.305873666999105,1.471
31,5625.0,True,14163.65,0,1.2471313330006524,0.603
32,3628.48,True,3716.12,1,1.3949998330008384,0.024
33,28316.27,True,9290.3,0,1.3935604999987845,2.048
34,10000000.0,True,9290.3,0,1.444511625000814,1075.392
35,35250.0,True,141639.97,0,1.3961894999993092,0.751
36,5474.55,True,5574.18,1,1.3958241250002175,0.018
37,6859.53,True,6967.73,1,1.3933518750000076,0.016
38,30000.0,True,2787.09,0,1.2415339580002183,9.764
39,18000.0,True,18000.0,1,1.3949285420003434,0.0
40,27.78,True,27870.9,0,1.3228197089993046,0.999
41,25850.0,True,32374.85,0,1.3953731670007983,0.202
42,8000.0,True,8093.72,1,1.5035835830003634,0.012
43,22000.0,True,1858.06,0,1.3136057079991588,10.84
44,8000.0,True,8000.0,1,1.5052473329997156,0.0
45,11485.49,True,1147.48,0,1.556505542001105,9.009
46,232.26,True,232.26,1,1.5451315419995808,0.0
47,1500.0,True,1500.0,1,1.3657936670006166,0.0
48,2500.0,True,2500.0,1,1.4177797499996814,0.0
49,7500.0,True,7500.0,1,1.5676443749998725,0.0
