property_id,pred_square_m,is_valid_json,ground_truth,score,latency,re
1,200031100.0,True,30000.0,0.0,19.37990516699938,6666.703
2,750000.0,True,750000.0,1.0,9.667813167001441,0.0
3,70000.0,True,70000.0,1.0,9.737266709002142,0.0
4,,False,60702.85,,3.731680167002196,
5,200000.0,True,200000.0,1.0,7.4280804580012045,0.0
6,100000.0,True,100000.0,1.0,9.844315542002732,0.0
7,52813.5666,True,52609.13,1.0,12.574634208001953,0.004
8,6503.21,True,6503.21,1.0,9.8876376670014,0.0
9,4180.635,True,4180.63,1.0,9.811725457999273,0.0
10,25000.0,True,25000.0,1.0,9.674899499997991,0.0
11,18580.6,True,18580.6,1.0,9.974545832999866,0.0
12,,False,,,2.82362983299754,
13,5574.18,True,5574.18,1.0,7.687898791999032,0.0
14,46451.5,True,46451.5,1.0,9.841741208001622,0.0
15,3751.605,True,3251.6,0.0,10.781862416002696,0.154
16,4645.15,True,4645.15,1.0,9.85124050000013,0.0
17,,False,1000000.0,,2.9356913749979867,
18,27870.9,True,27870.9,1.0,7.650497999999061,0.0
19,12500.0,True,12000.0,1.0,10.514567832997272,0.042
20,250.0,True,,0.0,9.88493016600114,
21,100.0,True,,0.0,9.875762040999689,
22,7500.0,True,7500.0,1.0,9.745618957997067,0.0
23,50000.0,True,50000.0,1.0,9.892245333001483,0.0
24,30000.0,True,30000.0,1.0,10.007440458997735,0.0
25,42400.0,True,40000.0,1.0,13.71723720799855,0.06
26,25000.0,True,25000.0,1.0,9.707254624998313,0.0
27,1800500.0,True,1000000.0,0.0,12.089763500000117,0.8
28,32374.879999999997,True,18210.87,0.0,12.051125125002727,0.778
29,20000.0,True,20000.0,1.0,9.666169457999786,0.0
30,,False,12140589.05,,3.7808847910018812,
31,14489.170500000002,True,14163.65,1.0,9.953789416998916,0.023
32,3716.12,True,3716.12,1.0,10.152173915997992,0.0
33,9290.3,True,9290.3,1.0,10.100367709001148,0.0
34,9290.3,True,9290.3,1.0,10.183796708002774,0.0
35,283391.6836,True,141639.97,0.0,13.70418433300074,1.001
36,5574.18,True,5574.18,1.0,9.990295040999627,0.0
37,6967.725,True,6967.73,1.0,9.956777583996882,0.0
38,2787.09,True,2787.09,1.0,10.074402499998541,0.0
39,18000.0,True,18000.0,1.0,9.976386833001015,0.0
40,27870.9,True,27870.9,1.0,10.824922083000274,0.0
41,32486.3636,True,32374.85,1.0,12.603783000002295,0.003
42,8093.72,True,8093.72,1.0,9.71540579199791,0.0
43,20000.0,True,1858.06,0.0,9.896499416998267,9.764
44,8000.0,True,8000.0,1.0,9.966804707997653,0.0
45,1146.887535,True,1147.48,1.0,10.132789291001245,0.001
46,2732.26,True,232.26,0.0,11.339228999997431,10.764
47,1500.0,True,1500.0,1.0,10.331146166998224,0.0
48,2500.0,True,2500.0,1.0,10.362120292000327,0.0
49,75000.0,True,7500.0,0.0,10.273620832998859,9.0
50,44469.6696,True,464.52,0.0,12.02668929200081,94.733
51,5000.0,True,5000.0,1.0,9.838102166999306,0.0
52,8000.0,True,8000.0,1.0,9.928006666999863,0.0
53,12000.0,True,12000.0,1.0,9.974845625001763,0.0
54,15000.0,True,15000.0,1.0,9.994089957999677,0.0
55,10000.0,True,10000.0,1.0,9.748563291999744,0.0
56,10000.0,True,10000.0,1.0,10.069574291999743,0.0
57,20000.0,True,20000.0,1.0,9.773672125000303,0.0
58,20000.0,True,20000.0,1.0,9.698104791001242,0.0
59,30000.0,True,30000.0,1.0,9.81632933400033,0.0
60,1672.254,True,1672.25,1.0,10.025542082999891,0.0
61,4856.232,True,,0.0,10.162209458001598,
62,3193.0800999999997,True,3035.14,1.0,13.043250292001176,0.052
63,600300.0,True,300000.0,0.0,12.914046958001563,1.001
64,150.0,True,,0.0,10.372901667000406,
65,,False,121405.7,,3.718111541998951,
66,60900.0,True,100000.0,0.0,11.329484333000437,0.391
67,2322.575,True,2322.58,1.0,9.902056792001531,0.0
68,11148.36,True,11148.36,1.0,9.963347917000647,0.0
69,13935.45,True,13935.45,1.0,10.099453124999854,0.0
70,8093.72,True,,0.0,9.948844374997861,
71,8361.27,True,8361.27,1.0,9.951584707996517,0.0
72,105418.36,True,101171.41,1.0,11.289757499998814,0.042
73,10349.407500000001,True,10117.14,1.0,12.089804000002914,0.023
74,62800.0,True,80000.0,0.0,13.036159040999337,0.215
75,161874.4,True,161874.26,1.0,9.721807083002204,0.0
76,270200.0,True,150000.0,0.0,11.204958082998928,0.801
77,7397.8752,True,7082.38,1.0,12.91789479200088,0.045
78,4000.0,True,4000.0,1.0,10.004426416999195,0.0
79,50000.0,True,50000.0,1.0,10.070798291999381,0.0
80,7500.0,True,7500.0,1.0,10.183885916998406,0.0
81,7432.24,True,7432.24,1.0,9.849167833999672,0.0
82,3716.12,True,3716.12,1.0,9.834244749999925,0.0
83,3000500.0,True,1500000.0,0.0,12.74775016700005,1.0
84,23225.75,True,23225.75,1.0,9.986136875002558,0.0
85,30000.0,True,30000.0,1.0,9.79290349999792,0.0
86,14164.01,True,14163.95,1.0,9.862356124998769,0.0
87,171400.0,True,370000.0,0.0,13.531587624998792,0.537
88,15000.0,True,15000.0,1.0,9.765113166999072,0.0
89,489623.19999999995,True,323748.51,0.0,12.08226545800062,0.512
90,8000800.0,True,80000.0,0.0,12.166061457999604,99.01
91,324198.8,True,161874.26,0.0,13.510858041001484,1.003
92,101200.0,True,100000.0,1.0,14.305352207997203,0.012
93,500000.0,True,500000.0,1.0,9.989741291999962,0.0
94,20234.3,True,20234.28,1.0,9.80778087499857,0.0
95,9290.3,True,9290.3,1.0,9.928969167001924,0.0
96,130600.0,True,100000.0,0.0,11.92675658400185,0.306
97,505857.5,True,505857.98,1.0,9.994666667000274,0.0
98,100500.0,True,100000.0,1.0,12.707025832998625,0.005
99,384901.7,True,202342.82,0.0,12.831722165999963,0.902
100,7550.0,True,5000.0,0.0,13.403188708001835,0.51
101,5300.0,True,3000.0,0.0,13.33625262500209,0.767
102,20000.0,True,20000.0,1.0,9.9758095410034,0.0
103,31900.0,True,40000.0,0.0,14.139287833997514,0.202
104,4975.89,True,929.03,0.0,11.033410500000173,4.356
105,8765.0,True,8765.0,1.0,10.351940000000468,0.0
106,2787.09,True,2787.09,1.0,10.163358792000508,0.0
107,6000.0,True,6000.0,1.0,9.810114957999758,0.0
108,6000.0,True,6000.0,1.0,9.960049749999598,0.0
109,3716.12,True,3716.12,1.0,10.06436712499999,0.0
110,6000.0,True,6000.0,1.0,9.814127583998925,0.0
111,15000.0,True,15000.0,1.0,9.813506541999232,0.0
112,20000.0,True,20000.0,1.0,9.73582058300235,0.0
113,929.03,True,929.03,1.0,9.905698792001203,0.0
114,278.709,True,,0.0,10.109301291002339,
115,43801.5478,True,202.34,0.0,13.445135583999217,215.475
116,42300.0,True,70000.0,0.0,13.31157175000044,0.396
117,24000.0,True,12000.0,0.0,11.271040709001682,1.0
