property_id,pred_square_m,is_valid_json,ground_truth,score,latency,re
1,30000.0,True,30000.0,1.0,8.835264208999433,0.0
2,750000.0,True,750000.0,1.0,3.2517243340007553,0.0
3,70000.0,True,70000.0,1.0,3.2209711670002434,0.0
4,,True,60702.85,,3.055868791998364,
5,200000.0,True,200000.0,1.0,3.2425531250009954,0.0
6,100000.0,True,100000.0,1.0,3.376418959000148,0.0
7,,True,52609.13,,2.9647550000008778,
8,6534.15,True,6503.21,1.0,3.1738844999999856,0.005
9,4180.64,True,4180.63,1.0,3.170487041999877,0.0
10,25000.0,True,25000.0,1.0,3.1346983750008803,0.0
11,,True,18580.6,,2.972242334002658,
12,,True,,,2.968577625000762,
13,1788.0,True,5574.18,0.0,3.3300955410013557,0.679
14,,True,46451.5,,2.96785458299928,
15,3246.75,True,3251.6,1.0,3.3764901670001564,0.001
16,4645.16,True,4645.15,1.0,3.2480449170034262,0.0
17,,True,1000000.0,,3.0869208330004767,
18,2787.0,True,27870.9,0.0,3.205847083001572,0.9
19,12000.0,True,12000.0,1.0,3.2504552909995255,0.0
20,,True,,,2.9699702500001877,
21,,True,,,3.0925043749994074,
22,7500.0,True,7500.0,1.0,3.215213584000594,0.0
23,50000.0,True,50000.0,1.0,3.4757125839969376,0.0
24,30000.0,True,30000.0,1.0,3.6387257909991604,0.0
25,40000.0,True,40000.0,1.0,3.369646750001266,0.0
26,25000.0,True,25000.0,1.0,3.246970208998391,0.0
27,10000.0,True,1000000.0,0.0,3.2438885000010487,0.99
28,18000.0,True,18210.87,1.0,3.368519291998382,0.012
29,20000.0,True,20000.0,1.0,3.243534624998574,0.0
30,,True,12140589.05,,2.9679129169999214,
31,14000.0,True,14163.65,1.0,3.2522714999977325,0.012
32,3716.12,True,3716.12,1.0,3.2099745829982567,0.0
33,,True,9290.3,,2.9705704170009994,
34,9290.3,True,9290.3,1.0,3.335443915999349,0.0
35,,True,141639.97,,2.9653212499979418,
36,1780.81,True,5574.18,0.0,3.2122180000005756,0.681
37,6981.37,True,6967.73,1.0,3.2165646659996128,0.002
38,2787.84,True,2787.09,1.0,3.2721871659996395,0.0
39,18000.0,True,18000.0,1.0,3.2678995829992346,0.0
40,8976.56,True,27870.9,0.0,3.2216499999994994,0.678
41,,True,32374.85,,2.973255583001446,
42,,True,8093.72,,3.1008259170012025,
43,,True,1858.06,,3.090479709000647,
44,,True,8000.0,,3.2457739999990736,
45,1138.26,True,1147.48,1.0,3.4812241250001534,0.008
46,232.26,True,232.26,1.0,3.7649481250009558,0.0
47,1500.0,True,1500.0,1.0,3.482330375001766,0.0
48,2500.0,True,2500.0,1.0,3.593095207997976,0.0
